,_state,id,book_id,books_count,isbn,author,original_publication_year,original_title,title,lang_code,average_rating,image_url,small_image_url,image
526,<django.db.models.base.ModelState object at 0x0000021658188D90>,596,5349,117,385339607,John Grisham,1995,The Rainmaker,The Rainmaker,eng,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
527,<django.db.models.base.ModelState object at 0x0000021658188E20>,597,3836,1887,142437239,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quijote de La Mancha,Don Quixote,eng,3.85,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg,https://images.gr-assets.com/books/1364958765m/3836.jpg
528,<django.db.models.base.ModelState object at 0x0000021658188EB0>,598,45107,108,6480098,Robin Hobb,1995,Assassin's Apprentice,"Assassin's Apprentice (Farseer Trilogy, #1)",eng,4.14,https://images.gr-assets.com/books/1320339497m/45107.jpg,https://images.gr-assets.com/books/1320339497s/45107.jpg,https://images.gr-assets.com/books/1320339497m/45107.jpg
529,<django.db.models.base.ModelState object at 0x0000021658188F40>,599,8695,162,345418921,Douglas Adams,1980,The Restaurant at the End of the Universe,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
530,<django.db.models.base.ModelState object at 0x0000021658188FD0>,600,7740152,82,385739141,Lauren Kate,2010,Torment,"Torment (Fallen, #2)",eng,3.89,https://images.gr-assets.com/books/1362339749m/7740152.jpg,https://images.gr-assets.com/books/1362339749s/7740152.jpg,https://images.gr-assets.com/books/1362339749m/7740152.jpg
531,<django.db.models.base.ModelState object at 0x000002165818B0A0>,601,19321,1,723247706,Beatrix Potter,1901,The Tale of Peter Rabbit,The Tale of Peter Rabbit,eng,4.17,https://images.gr-assets.com/books/1485118382m/19321.jpg,https://images.gr-assets.com/books/1485118382s/19321.jpg,https://images.gr-assets.com/books/1485118382m/19321.jpg
532,<django.db.models.base.ModelState object at 0x000002165818B130>,602,65641,257,64405044,"C.S. Lewis, Pauline Baynes",1953,The Silver Chair,"The Silver Chair (Chronicles of Narnia, #4)",eng,3.95,https://images.gr-assets.com/books/1336139237m/65641.jpg,https://images.gr-assets.com/books/1336139237s/65641.jpg,https://images.gr-assets.com/books/1336139237m/65641.jpg
533,<django.db.models.base.ModelState object at 0x000002165818B1C0>,603,2767793,63,765316897,Brandon Sanderson,2008,The Hero of Ages,"The Hero of Ages (Mistborn, #3)",eng,4.46,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg,https://images.gr-assets.com/books/1480717763m/2767793.jpg
534,<django.db.models.base.ModelState object at 0x000002165818B250>,604,68783,49,679746048,Susanna Kaysen,1993,"Girl, Interrupted","Girl, Interrupted",eng,3.9,https://images.gr-assets.com/books/1475482930m/68783.jpg,https://images.gr-assets.com/books/1475482930s/68783.jpg,https://images.gr-assets.com/books/1475482930m/68783.jpg
535,<django.db.models.base.ModelState object at 0x000002165818B2E0>,606,71728,278,743278909,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,Jonathan Livingston Seagull,en-US,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
536,<django.db.models.base.ModelState object at 0x000002165818B370>,607,8755785,7,1481426303,Cassandra Clare,2014,City of Heavenly Fire,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg,https://images.gr-assets.com/books/1460477794m/8755785.jpg
537,<django.db.models.base.ModelState object at 0x000002165818B400>,608,310259,54,920668372,"Robert Munsch, Sheila McGraw",1986,Love You Forever,Love You Forever,en-GB,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
538,<django.db.models.base.ModelState object at 0x000002165818B490>,609,10567,123,1416524517,Stephen King,2006,Cell,Cell,en-US,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
539,<django.db.models.base.ModelState object at 0x000002165818B520>,611,7332,339,618391118,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,The Silmarillion (Middle-Earth Universe),eng,3.87,https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg,https://images.gr-assets.com/books/1336502583m/7332.jpg
540,<django.db.models.base.ModelState object at 0x000002165818B5B0>,612,5094,164,451210859,Stephen King,1987,The Drawing of the Three,"The Drawing of the Three (The Dark Tower, #2)",eng,4.23,https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg,https://images.gr-assets.com/books/1370918050m/5094.jpg
541,<django.db.models.base.ModelState object at 0x000002165818B640>,613,3407877,119,330449605,Kate Morton,2008,The Forgotten Garden,The Forgotten Garden,en-GB,4.12,https://images.gr-assets.com/books/1455283767m/3407877.jpg,https://images.gr-assets.com/books/1455283767s/3407877.jpg,https://images.gr-assets.com/books/1455283767m/3407877.jpg
542,<django.db.models.base.ModelState object at 0x000002165818B6D0>,614,17690,915,99428644,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Der Prozeß,The Trial,eng,3.98,https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438s/17690.jpg,https://images.gr-assets.com/books/1320399438m/17690.jpg
543,<django.db.models.base.ModelState object at 0x000002165818B760>,615,22205,42,142501557,Sarah Dessen,2002,This Lullaby,This Lullaby,eng,4.03,https://images.gr-assets.com/books/1397779294m/22205.jpg,https://images.gr-assets.com/books/1397779294s/22205.jpg,https://images.gr-assets.com/books/1397779294m/22205.jpg
544,<django.db.models.base.ModelState object at 0x000002165818B7F0>,616,14864,65,743275012,Jodi Picoult,2000,Plain Truth,Plain Truth,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
545,<django.db.models.base.ModelState object at 0x000002165818B880>,617,6314763,69,385523386,Piper Kerman,2010,Orange Is the New Black: My Year in a Women's Pris,Orange Is the New Black,eng,3.7,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714s/6314763.jpg,https://images.gr-assets.com/books/1320520714m/6314763.jpg
546,<django.db.models.base.ModelState object at 0x000002165818B910>,618,8921,1717,451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,The Hound of the Baskervilles,eng,4.09,https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358s/8921.jpg,https://images.gr-assets.com/books/1355929358m/8921.jpg
547,<django.db.models.base.ModelState object at 0x000002165818B9A0>,619,11468377,106,374275637,Daniel Kahneman,2011,"Thinking, Fast and Slow","Thinking, Fast and Slow",eng,4.08,https://images.gr-assets.com/books/1317793965m/11468377.jpg,https://images.gr-assets.com/books/1317793965s/11468377.jpg,https://images.gr-assets.com/books/1317793965m/11468377.jpg
548,<django.db.models.base.ModelState object at 0x000002165818BA30>,620,402045,103,345350499,Marion Zimmer Bradley,1982,The Mists of Avalon,"The Mists of Avalon (Avalon, #1)",eng,4.12,https://images.gr-assets.com/books/1388857089m/402045.jpg,https://images.gr-assets.com/books/1388857089s/402045.jpg,https://images.gr-assets.com/books/1388857089m/402045.jpg
549,<django.db.models.base.ModelState object at 0x000002165818BAC0>,621,37732,75,689841582,Judy Blume,1970,"Are You There God? It's Me, Margaret","Are You There God? It's Me, Margaret",eng,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
550,<django.db.models.base.ModelState object at 0x000002165818BB50>,622,15926,115,446612707,Nicholas Sparks,2002,Nights in Rodanthe,Nights in Rodanthe,eng,3.82,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638s/15926.jpg,https://images.gr-assets.com/books/1328145638m/15926.jpg
551,<django.db.models.base.ModelState object at 0x000002165818BBE0>,623,18775247,111,1476754454,Stephen King,2014,Mr. Mercedes,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng,3.92,https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326s/18775247.jpg,https://images.gr-assets.com/books/1468705326m/18775247.jpg
552,<django.db.models.base.ModelState object at 0x000002165818BC70>,624,140075,73,441014941,Charlaine Harris,2007,All Together Dead,"All Together Dead (Sookie Stackhouse, #7)",eng,4.05,https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062s/140075.jpg,https://images.gr-assets.com/books/1417964062m/140075.jpg
553,<django.db.models.base.ModelState object at 0x000002165818BD00>,625,5166,39,375706771,Chris Bohjalian,1997,Midwives,Midwives,en-US,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
554,<django.db.models.base.ModelState object at 0x000002165818BD90>,626,420282,57,395389496,Chris Van Allsburg,1985,The Polar Express,The Polar Express,en-US,4.29,https://images.gr-assets.com/books/1356707942m/420282.jpg,https://images.gr-assets.com/books/1356707942s/420282.jpg,https://images.gr-assets.com/books/1356707942m/420282.jpg
555,<django.db.models.base.ModelState object at 0x000002165818BE20>,627,125507,39,140544518,"Jon Scieszka, Lane Smith",1989,The True Story of the Three Little Pigs,The True Story of the 3 Little Pigs,en-GB,4.29,https://images.gr-assets.com/books/1327884731m/125507.jpg,https://images.gr-assets.com/books/1327884731s/125507.jpg,https://images.gr-assets.com/books/1327884731m/125507.jpg
556,<django.db.models.base.ModelState object at 0x000002165818BEB0>,628,32682,88,425134350,Tom Clancy,1987,Patriot Games,"Patriot Games (Jack Ryan Universe, #2)",eng,4.11,https://images.gr-assets.com/books/1328007145m/32682.jpg,https://images.gr-assets.com/books/1328007145s/32682.jpg,https://images.gr-assets.com/books/1328007145m/32682.jpg
557,<django.db.models.base.ModelState object at 0x000002165818BF40>,629,1431,229,61124265,"Paulo Coelho, Margaret Jull Costa",1998,Veronika decide morrer,Veronika Decides to Die,eng,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
558,<django.db.models.base.ModelState object at 0x000002165818BFD0>,630,16071764,66,385349947,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead","Lean In: Women, Work, and the Will to Lead",eng,3.94,https://images.gr-assets.com/books/1364250803m/16071764.jpg,https://images.gr-assets.com/books/1364250803s/16071764.jpg,https://images.gr-assets.com/books/1364250803m/16071764.jpg
559,<django.db.models.base.ModelState object at 0x000002165818F0A0>,631,170210,80,441013333,Charlaine Harris,2005,Dead as a Doornail ,"Dead as a Doornail (Sookie Stackhouse, #5)",eng,4.01,https://images.gr-assets.com/books/1468562419m/170210.jpg,https://images.gr-assets.com/books/1468562419s/170210.jpg,https://images.gr-assets.com/books/1468562419m/170210.jpg
560,<django.db.models.base.ModelState object at 0x000002165818F130>,632,10429045,77,62085484,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)","Shatter Me (Shatter Me, #1)",en-US,4.01,https://images.gr-assets.com/books/1310649047m/10429045.jpg,https://images.gr-assets.com/books/1310649047s/10429045.jpg,https://images.gr-assets.com/books/1310649047m/10429045.jpg
561,<django.db.models.base.ModelState object at 0x000002165818F1C0>,633,17214,132,441783589,Robert A. Heinlein,1959,Starship Troopers,Starship Troopers,en-CA,3.99,https://images.gr-assets.com/books/1406457252m/17214.jpg,https://images.gr-assets.com/books/1406457252s/17214.jpg,https://images.gr-assets.com/books/1406457252m/17214.jpg
562,<django.db.models.base.ModelState object at 0x000002165818F250>,634,12033455,86,385342063,Sophie Kinsella,2011,I've Got Your Number,I've Got Your Number,eng,3.93,https://images.gr-assets.com/books/1327956732m/12033455.jpg,https://images.gr-assets.com/books/1327956732s/12033455.jpg,https://images.gr-assets.com/books/1327956732m/12033455.jpg
563,<django.db.models.base.ModelState object at 0x000002165818F2E0>,635,10959,239,1857993284,"Jostein Gaarder, Paulette Møller",1991,Sofies Verden,Sophie's World,eng,3.88,https://images.gr-assets.com/books/1343459906m/10959.jpg,https://images.gr-assets.com/books/1343459906s/10959.jpg,https://images.gr-assets.com/books/1343459906m/10959.jpg
564,<django.db.models.base.ModelState object at 0x000002165818F370>,637,76778,271,553278223,Ray Bradbury,1950,The Martian Chronicles,The Martian Chronicles,en-US,4.12,https://images.gr-assets.com/books/1374049948m/76778.jpg,https://images.gr-assets.com/books/1374049948s/76778.jpg,https://images.gr-assets.com/books/1374049948m/76778.jpg
565,<django.db.models.base.ModelState object at 0x000002165818F400>,638,7331435,76,307592839,Jennifer Egan,2010,A Visit From the Goon Squad,A Visit from the Goon Squad,eng,3.64,https://images.gr-assets.com/books/1356844046m/7331435.jpg,https://images.gr-assets.com/books/1356844046s/7331435.jpg,https://images.gr-assets.com/books/1356844046m/7331435.jpg
566,<django.db.models.base.ModelState object at 0x000002165818F490>,639,93,771,753454947,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,Heidi,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
567,<django.db.models.base.ModelState object at 0x000002165818F520>,641,84369,245,7202326,C.S. Lewis,1956,The Last Battle,"The Last Battle (Chronicles of Narnia, #7)",eng,4.02,https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830s/84369.jpg,https://images.gr-assets.com/books/1308814830m/84369.jpg
568,<django.db.models.base.ModelState object at 0x000002165818F5B0>,642,5064,2,525950079,Ken Follett,2007,World Without End,"World Without End (The Kingsbridge Series, #2)",eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
569,<django.db.models.base.ModelState object at 0x000002165818F640>,643,1326258,77,312360304,"P.C. Cast, Kristin Cast",2008,Chosen: A House of Night Novel,"Chosen (House of Night, #3)",en-US,3.9,https://images.gr-assets.com/books/1393192825m/1326258.jpg,https://images.gr-assets.com/books/1393192825s/1326258.jpg,https://images.gr-assets.com/books/1393192825m/1326258.jpg
570,<django.db.models.base.ModelState object at 0x000002165818F6D0>,645,544891,74,60874163,Alex Flinn,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)","Beastly (Beastly, #1; Kendra Chronicles, #1)",eng,3.84,https://images.gr-assets.com/books/1334260193m/544891.jpg,https://images.gr-assets.com/books/1334260193s/544891.jpg,https://images.gr-assets.com/books/1334260193m/544891.jpg
